,abstract,link,reference,title,year
124,… 1. Throughput target values can be mapped onto RSVP traffic descriptors(Sender_TSpec and ) as follows[12]: > CHQ throughput = p … LQAthroughput > R where R is the reserved bandwidth in RSVP () … ,https://pdfs.semanticscholar.org/cae8/83d9b95b228d36ceac32a39f91b124de0587.pdf,M Roshanaei - pdfs.semanticscholar.org,""" A proposed framework of QoS management over multicast transport",
125,"… In Section III, we propose two uplink scheduling algorithms, describe solution to QoSparameter mapping between RSVP  and IEEE 802.16 parameters, and devisea simple admission control for VoIP service … The -to-IEEE802 … ",https://ieeexplore.ieee.org/abstract/document/1683030/,"SE Hong, OH Kwon - 2006 IEEE 63rd Vehicular Technology …, 2006 - ieeexplore.ieee.org",Considerations for VoIP services in IEEE 802.16 broadband wireless access systems,2006
126,"… This is achieved via the following set of primitives which conform to the traditional request,indication, response, confirm interactions between a user and provider: ~ tlowRequest(nsap_t*source, nsap_t *sink, flow_spec_t *, commitment_t *cmt) … ",https://link.springer.com/content/pdf/10.1007/3-540-58494-3_17.pdf,"N Yeadon, F Garcia, … - International Workshop on …, 1994 - Springer",QoS adaptation and flow filtering in ATM networks,1994
127,"… ED. The ED uses the CLS  parameters (see [4]) to compute the DiffServ“Effective EF' (EEF) rate … rate. Note, however, that in order to get better link utilizationother combinations of  parameters can be used … ",https://ieeexplore.ieee.org/abstract/document/892043/,"W Almesberger, , R Mameli… - Globecom'00-IEEE …, 2000 - ieeexplore.ieee.org",A prototype implementation for the IntServ operation over DiffServ networks,2000
128,… <STYLE> <flow descriptor list> <flow descriptor list> ::= <FF flow descriptor list> | <SE flowdescriptor> <FF flow descriptor list> ::= <> <FILTER_SPEC> <LABEL> [<TREE_RECORD_ROUTE> ] | <FF flow descriptor list><FF flow descriptor> <FF flow descriptor … ,https://ieeexplore.ieee.org/abstract/document/1312655/,"S Yasukawa, K Sugisono, I Inoue… - … (IEEE Cat. No …, 2004 - ieeexplore.ieee.org",Scalable multicast MPLS protocol for next generation broadband service convergence network,2004
129,"… It includes the specifi- cation of a programmer interface and a  carrying QoS informationbetween communication nodes … In particular, this includes a client QoS specification interfaceand a  description for negotiating QoS between distributed parts of CINEMA … ",https://link.springer.com/chapter/10.1007/978-3-642-79958-7_20,"I Barth, G Dermler, W Fiederer - GISI 95, 1995 - Springer",Levels of Quality of Service in CINEMA,1995
130,"… management sock, options ( | QoSPolicy | maint | monitor | signal | adapt | filter | event),structure ( | QoSPolicy | maint | monitor | signal | adapt | filter | event), sizeof ( |QoSPolicy | maint | monitor | signal | adapt | filter | event) Status signalQoS type … ",https://www.cs.dartmouth.edu/~campbell/papers/ieee.ps,",  - cs.dartmouth.edu",The QoS-A Transport System: Delivering Adaptive Media to the Desk Top,
131,"… A basic RSVP reservation request consists of a  and a fifilrerspec … The  containsa service class and two sets of parameter:; - the Rspec object that defines the desired QoS interms of a desired rate, R and the TSpec object that describes the expected traffic flow … ",https://ieeexplore.ieee.org/abstract/document/688223/,"P Francis-Cobley, N Davies - 1998 1st IEEE International …, 1998 - ieeexplore.ieee.org",Performance implications of QoS mapping in heterogeneous networks involving ATM,1998
132,"… A Resv message contains a  object, which has two sets of parameters, ie RSPECand TSPEC … The Re- verseResv message also carries a  object, which specifiesthe desired QoS parameters and the traffic characteristics … ",https://link.springer.com/chapter/10.1007/978-3-540-30566-8_64,"M Xu, Z Zhang, Y Chen - … on Parallel and Distributed Processing and …, 2004 - Springer",A resource reservation protocol for mobile cellular networks,2004
133,… The following is based on [RFC4875]. <FF flow descriptor list> ::= <FF flow descriptor> [ <FF flowdescriptor list> ] <FF flow descriptor> ::= [ > ] <FILTER_SPEC> <LABEL> [<LSP_ATTRIBUTES> … <SE flow descriptor> ::= <> <SE filter spec list> … ,http://www.rfc-editor.org/info/rfc6510,"L Berger, G Swallow - 2012 - rfc-editor.org",Resource reservation protocol (rsvp) message formats for label switched path (lsp) attributes objects,2012
134,"… first component ofthisnew architecture is aflow spec- ification, or"",""which describes boththe char- acteristics of the traffic stream sent by the source, and the service requirements of theapplication … Two proposals for a  are described in the literature [1,2] … ",https://ieeexplore.ieee.org/abstract/document/238150/,", S Deering, , … - IEEE …, 1993 - ieeexplore.ieee.org",RSVP: A new resource reservation protocol,1993
135,"… specification. For instance, it is possible to change the  and modify the setof targets at the same time … numbers. It also contains the , the resource identifierfor resource reservation, and the current state of the stream … ",https://link.springer.com/chapter/10.1007/978-1-4613-1323-6_4,"L Delgrossi - Design of Reservation Protocols for Multimedia …, 1996 - Springer",Implementing the ST-II Protocol,1996
136,"… Empfänger- Seite I TP-Schicht I I NW-Schichq Bild 2.2: Ressourcenreservierung undFilterpropagierung (ohne Rücklaufphase) Nachdem bei einem Empfänger das Geflecht installiertwurde, wird zum Import eines Stromes durch die Anwendung eine  spezifiziert … ",https://link.springer.com/chapter/10.1007/978-3-642-51136-3_28,"G Dermler - Innovationen bei Rechen-und …, 1994 - Springer",Ein Konzept zur Integration von Netzwerk-Filtern in verteilte Multimedia-Systeme,1994
137,"… This message carries: • an indication of the reservation style (see below) • a filter specification,Filterspec, which identifies the sender; its format is the same as that of the Sender Template •a flow specification, , composed of the reservation characteristics Rspec and … ",https://infoscience.epfl.ch/record/52280,"C Gbaguidi, HJ Einsiedler, P Hurley, W Almesberger… - 1998 - infoscience.epfl.ch",A Survey of Differentiated Services Proposals for the Internet,1998
138,"… Null (空信令) ,1 = Session(会话信令) ,2 = Session-group (会话组信令) ,3 = RSVP- HOP(具有RSVP能力的节点) ,4 = In2 tegrity(加密信令) ,5 = Time-value (信令报文的刷新周期) ,6 = Error- spec(错误类型) ,7 = Scope (指定范围) ,8 = Style (预约风 格) ,9 = (QoS 描述信令 … ",http://www.ejournal.org.cn/EN/article/downloadArticleFile.do?attachType=PDF&id=785,张尧学， 王晓春， 陈桦 - 2000 - ejournal.org.cn,基于 RSVP 的 QoS 参数控制报文设计与实现,2000
139,"… If both the admission and policy control checks succeed, the RSVP daemon 101 defines a setof filterspec parameters provided to a packet classifier 104 and a set of  parametersprovided to the packet scheduler 106 to configure and obtain the desired QoS in the … ",https://patents.google.com/patent/US20050128951A1/en,"H Chawla, J Waclawsky - US Patent App. 11/051,227, 2005 - Google Patents",Apparatus and methods for dynamic bandwidth allocation,2005
140,"… The RESV message consists of a flow descriptor, formed by the  and filterspecobjects. The filterspec, along with the specification of the session, defines which packetsof data (RSVP flow) must benefit from the QoS reservation … ",https://ieeexplore.ieee.org/abstract/document/1309153/,"E Toktar, E Jamhour,  - Proceedings. Fifth IEEE …, 2004 - ieeexplore.ieee.org",RSVP policy control using XACML,2004
141,"… The specification associated with a re- quirement is called a  and is propagated alongthe path by a resource reservation protocol. The  typically defines bandwidth, la … Whilethe  defines the bandwidth re- quirement directly, node routers determine the … ",https://www.sciencedirect.com/science/article/pii/0169755294901120,"JM Pullen - Computer networks and ISDN systems, 1994 - Elsevier",Networking for distributed virtual simulation,1994
142,"… Encoding: colon, colon, equal sign (""::= Example: <WF flow descriptor> ::= <>Note: The left-hand side of the assignment and the assignment operator MUST bepresent on the same line. Farrel Standards Track [Page 6] … ",https://tools.ietf.org/html/rfc5511%C2%A0,A Farrel - 2009 - tools.ietf.org,Routing Backus-Naur Form (RBNF): A Syntax Used to Form Encoding Rules in Various Routing Protocol Specifications,2009
143,"… 3. Infrastructure Layer: consists of SDN compliant networks devices, many networking vendorsprovide support to SDN through multiple protocols like netconf,  and openflow protocolsFigure 1, illustrates the architecture of standard Software Defined Networking … ",http://www.dbpia.co.kr/Journal/ArticleDetail/NODE07274372,"A Alshehhi, ,  - 전기학회논문지, 2017 - dbpia.co.kr",New Distributed SDN Framework for Mitigating DDoS Attacks,2017
144,… system software developers. Its function is to create and maintain flow-specific state informationby allowing an application to specify QoS parameters via a '' parameter list … A separate'filterspec' parameter list specifies which packets the  is applied to and allows … ,ftp://ftp.cs.umass.edu/pub/net/pub/hgschulz/i96/dann.ps.gz,"J Barnes, A Dann, D Ginsburg, D Newson, D Pratt - cs.umass.edu",The Potential for an IP over ATM Based Integrated Services Internet,
145,… SENDER Tspecに従うかまたは、受信者が希望するフ ローの品質をFLOWSPEC2]に記述しReav-msg図 を用いて送信者側に向けて送り、Resv-msgを受信し たルータはResv-msgに記述されたに 従って資源予約を行ない受信者が希望したフローに対 する品質を保証する。 このとき … ,https://ipsj.ixsq.nii.ac.jp/ej/?action=pages_view_main&active_action=repository_view_main_item_detail&item_id=35273&item_no=1&page_id=13&block_id=8,"後藤幸功， 長野央， 荒木啓二郎 - 情報処理学会研究報告マルチ …, 1997 - ipsj.ixsq.nii.ac.jp",RSVP を用いた動画アプリケーションについて,1997
146,"… 类型及常量定义 ServiceEntityComponent MMDev - SEC { ServicePorts{ CreateParty(in〈StrmCtrl - UEC ,streamQoS , 〉inmx ,out〈VDev - SEC ,StrmEndPoint -SEC〉outmx) {This = down ? inmx →up ! outmx → √}; } ControlPorts … ",http://www.ejournal.org.cn/EN/article/downloadArticleFile.do?attachType=PDF&id=6223,"杨鹏， 刘业 - 电子学报, 2007 - ejournal.org.cn",新型网络体系结构描述语言及其在分布式流媒体服务规约中的应用,2007
147,"… A description of the properties of the transport service stream is called a  …Simultaneously, the transport service attempts to maximize the subjective quality affordedto the application or user within the constraints of the agreed  … ",https://people.eecs.berkeley.edu/~messer/PAPERS/94/Spain.pdf,"P Haskell,  - Workshop on Adaptive …, 1994 - people.eecs.berkeley.edu",Some research issues in a heterogeneous terminal and transport environment for multimedia services,1994
148,… The receiver specifies its desired service using RSVP  object. The  ob-ject carries both a Tspec object and an Rspec object …  specifies a desired QOS (seedetails earlier) and is used to set parameters of the packet scheduler … ,https://link.springer.com/chapter/10.1007/978-1-4615-5713-5_14,"S Paul - Multicasting on the Internet and its Applications, 1998 - Springer",Integrated Services in the Internet and RSVP,1998
149,"… flow. The reservation request consists of a  identifying the traffic characteris-tics and service-level required. One part of the  is a TSpec, a descriptionof the traffic characteristic required for the reservation … ",https://journals.sagepub.com/doi/abs/10.1177/1094342003173009,", SA Sørensen, P Clark… - … International Journal of …, 2003 - journals.sagepub.com",Network QoS for grid systems,2003
150,"… Most significant parameters of these operations are  and QoS. The  is asequence of all names of flows and suitable connection parameters (such as address, direction,format of stream) … The formats of  and QoS are described in detail in [1] … ",http://www.ics.agh.edu.pl/Crit2/papers/Poznan2000/artykul.doc,"Ł Czekierda, ,  - ics.agh.edu.pl",Software Representation Construction of Multimedia Devices for Networking Application,
151,"… service level for the connection. If the RT- transport system is not able to establishthe connection at the requested target level, it tries to establish it at the best allowedlevel, greater than or equal to the accept- able  … ",https://ieeexplore.ieee.org/abstract/document/688175/,"C Lizzi, J Montiel… - 1998 1st IEEE …, 1998 - ieeexplore.ieee.org",A real-time communication service for ATM-based distributed systems,1998
152,"… Management sock, Options ( | QoSPolicy | Maint | Monitor | Signal | Adapt | Filter | Event),structure ( | QoSPolicy | Maint | Monitor | Signal | Adapt | Filter | Event) sizeof ( |QoSPolicy | Maint | Monitor | Signal | Adapt | Filter | Event) Status signalQoS … ",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.45.61&rep=rep1&type=pdf,",  - Univendty of Columbia, New York, NY, 1996 - Citeseer",Experiences with an adaptive multimedia transport system in a QoS Architecture,1996
153,"… This is known as the . RSVP itself does not understand the , it just passesit around the hosts and routers in the network along the flows path. These systems theninspect the  and check if they can accept the reservation … ",https://books.google.nl/books?hl=nl&lr=&id=R4RIDwAAQBAJ&oi=fnd&pg=PA257&dq=%22flowspec%22&ots=vH4YQuHnOp&sig=-82hMV8xnPwuxbGfK5fAB0zi97E,", S COOK - … ' 98: Ieee Sicon'98: Proceedings Of The …, 1998 - books.google.com","Department of Computer Science and Electrical Engineering, The University of Queensland, QLD 4072, Australia This paper presents an extension of the Resource …",1998
154,"… In a multicast session, it may represent the merging of multiple incoming reservations. Therefore,the ClientSI object should specifically contain the SESSION and STYLE objects along with themerged , FILTERSPEC list, and SCOPE object (whenever relevant) … ",https://tools.ietf.org/html/rfc2749.txt,"J Boyle, D Durham, S Herzog - 2000 - tools.ietf.org",COPS usage for RSVP,2000
155,"… fies the packets with the required QoS, and the  defines the desired QoS.The classifier consists of a flow-specification () and a Filterspec. The pro- vides description of the source's traffic characteris … ",https://books.google.nl/books?hl=nl&lr=&id=4mUkzG0P6fQC&oi=fnd&pg=PA379&dq=%22flowspec%22&ots=sSNDoH8gV_&sig=Ce6TSc3r1lJomSyTRGHUn44hTj8,"S Alsharif,  - … the Triple Play: Technologies and Business …, 2006 - books.google.com",Assuring the Quality of Service for Triple Play,2006
156,"… 2.1 Signalling A source advertises its  (maximum peak rate and token bucketdepth) by sending a FlowAd message to all group members, using shortest pathmulticast routing algorithm, as shown in Figure 1(a). Page 5 … ",http://www.academia.edu/download/45193219/Dynamic_management_of_quality_of_service20160429-23778-17ml4eq.pdf,", , MN Vora - International Journal of Autonomous …, 2009 - academia.edu",Dynamic management of quality of service with priority for multimedia multicasting,2009
157,"… Style -  - A SCOPE object (optional, depending upon style … TCSB contents include: -Session - OI (Outgoing Interface) - Filter_spec_list - TC_Flowspec, the effective , ie, theLUB over the corresponding  values from matching RSB's … ",https://tools.ietf.org/html/rfc2209," - Resource, 1997 - tools.ietf.org",Resource ReSerVation Protocol (RSVP)--Version 1 Message Processing Rules,1997
158,"… 6 5.3 IntServ  … 3.1 Version (V) The version indication is used to quicklydetermine which Resource object is used in the session, and what semantics should beassumed for that Resource object (). 3.2 Partial Reservation (P) … ",http://www.academia.edu/download/30785368/IFI-TB-2005-07.pdf,", H Tschofenig, … - … -nsis-casp-qos-01 (work in …, 2003 - academia.edu",A quality-of-service resource allocation client for casp,2003
159,"… The get_mcast_flows() method returns network-level information for all the multicast flows currentlyavailable on the channel. In this case, the  parameter contains the information requiredto receive the flow. The format used for the  parame- 60 … ",https://ieeexplore.ieee.org/abstract/document/1022859/,"D Chambers, G Lyons,  - IEEE MultiMedia, 2002 - ieeexplore.ieee.org",A multimedia enhanced distributed object event service,2002
160,… A new error subcode is required and is defined in Section 5.1. The ERROR_SPEC objectcontained in the ResvErr message indicates the  that is reserved. The bandwidthindication in this  SHOULD be less than the original reservation request … ,http://www.rfc-editor.org/info/rfc4495,"J Polk, S Dhesikan - 2006 - rfc-editor.org",A Resource Reservation Protocol (RSVP) Extension for the Reduction of Bandwidth of a Reservation Flow,2006
161,… 3.3 RSVP  Object Receivers may respond to PATH messages bygenerating an RSVP RESV message including a  object. The object should specify that it is requesting the Null Service … ,http://www.rfc-editor.org/in-notes/rfc2997.txt,B Davie - 2000 - rfc-editor.org,Network Working Group Y. Bernet Request for Comments: 2997 Microsoft Category: Standards Track A. Smith Allegro Networks,2000
162,"… 2.2. RSVP-TE Details For RSVP-TE, the SONET/SDH traffic parameters are carriedin the SONET/SDH SENDER_TSPEC and  objects. The same format isused both for SENDER_TSPEC object and  objects … ",https://shiraz.levkowetz.com/pdf/draft-ietf-ccamp-gmpls-sonet-sdh-03.pdf,"A Banerjee, L Berger, G Bernstein, A Chiu, J Drake… - 2001 - shiraz.levkowetz.com",CCAMP Working Group Eric Mannie (Ebone)-Editor Internet Draft Expiration Date: June 2002 Stefan Ansorge (Alcatel) Peter Ashwood-Smith (Nortel),2001
163,… [0037]. An elementary RSVP reservation request consists of a “” together witha “filter spec”; the pair is called a “flow descriptor”. The  specifies a desired QoS …The traffic control mechanism may modify the  hop-by-hop … ,https://patents.google.com/patent/US20040008632A1/en,"R Hsu, J Wang - US Patent App. 10/227,074, 2004 - Google Patents",Packet flow processing in a communication system,2004
164,"… The reservation mechanism is described as follows. When both parties' (customer andcustomer service operator) terminals have finished the call setup procedure, both of themwill send a path message containing the  to each other … ",https://ieeexplore.ieee.org/abstract/document/849752/,"YS Moon, , KN Yuen… - … to a New Era (Cat. No …, 2000 - ieeexplore.ieee.org",A CRM model based on voice over IP,2000
165,"… The CONNECT message contains the stream's name (unique in the network), the target address,the  (containing requirements for both directions), and a connection identifier for thebackwards direction (CID.B). The CID.B is only locally valid and it is reset at every hop … ",https://link.springer.com/chapter/10.1007/978-1-4613-1323-6_3,"L Delgrossi - Design of Reservation Protocols for Multimedia …, 1996 - Springer",The Internet Stream Protocol,1996
166,"… If both the admission and policy control checks succeed, the RSVP process 101 defines a setof filterspec parameters provided to a packet classifier 104 and a set of  parametersprovided to the packet scheduler 106 to configure and obtain the desired QoS in the device … ",https://patents.google.com/patent/US6771661B1/en,"H Chawla, JG Waclawsky - US Patent 6,771,661, 2004 - Google Patents",Apparatus and methods for providing event-based data communications device configuration,2004
167,"… Style -  - A SCOPE object (optional, depending upon style … TCSB contents include: -Session - OI (Outgoing Interface) - Filter_spec_list - TC_Flowspec, the effective , ie, theLUB over the corresponding  values from matching RSB's … ",https://www.rfc-editor.org/in-notes/rfc2209.txt,"RRSV Protocol - Resource, 1997 - rfc-editor.org",Network Working Group R. Braden Request For Comments: 2209 ISI Category: Informational L. Zhang UCLA September 1997,1997
168,"… 2.2. RSVP-TE Details For RSVP-TE, the SONET/SDH traffic parameters are carriedin the SONET/SDH SENDER_TSPEC and  objects. The same format isused both for SENDER_TSPEC object and  objects … ",https://shiraz.levkowetz.com/pdf/draft-ietf-ccamp-gmpls-sonet-sdh-04.pdf,"A Banerjee, L Berger, G Bernstein, A Chiu, J Drake… - 2002 - shiraz.levkowetz.com",CCAMP Working Group Eric Mannie-Editor (KPNQwest) Internet Draft Expiration Date: October 2002 Stefan Ansorge (Alcatel) Peter Ashwood-Smith (Nortel),2002
169,"… flow. The reservation request consists of a  identifying the trafficcharacteristics and service-level required. One part of the  is a TSpec,a description of the traffic charac- teristic required for the reservation … ",https://books.google.nl/books?hl=nl&lr=&id=P0BZDwAAQBAJ&oi=fnd&pg=PT233&dq=%22flowspec%22&ots=FJp9Tzj4_m&sig=G9ULTAlig-UxFvztV3JxqHlSLbE," - Handbook of Communications Technologies, 1999 - books.google.com",IP and Integrated Services,1999
170,"… Page 4. reservation description or  in a PATH message … Each router along the pathrecords the  from the sender. Upon reception of a PATH message, the receiver adjuststhe  to its needs, and puts a modified  in a RESV message … ",https://pdfs.semanticscholar.org/8f1c/f32a835285995bafe9f271924584de1894dd.pdf,", Y LIU, H SUN, G ZHU - Journal of Changsha …, 2004 - pdfs.semanticscholar.org",QoS Provisioning in Mobile IPv6,2004
171,"… requested bandwidth (RB). If the infrastructure based network to which the MANETis attached to supports RSVP, the sender could also insert a full RSVP describing the traffic that the source is going to inject. We assume … ",https://ieeexplore.ieee.org/abstract/document/1547752/,"C ShanShan,  - 2005 2nd International Symposium …, 2005 - ieeexplore.ieee.org",Extending SWAN to provide QoS for MANETs connected to the internet,2005
172,"In recent years, many DNS reflection attacks have been made to make services of a specific host such as a server down, using a lot of computers on the network as stepping staircases. DNS (Domain Name Server) reflection attack is a type of DDoS (Distributed Denial of …",http://kutarr.lib.kochi-tech.ac.jp/dspace/bitstream/10173/1972/1/b_1180345.pdf,武嶋千明 - 2018 - kutarr.lib.kochi-tech.ac.jp,BGP flowspec を用いた DNS リフレクション攻撃対策,2018
173,Le présent mémoire apporte des informations pour la communauté de l'Internet. Il ne spécifie aucune sorte de norme de l'Internet. La distribution du présent mémoire n'est soumise à aucune restriction … Le présent mémoire contient une description algorithmique des règles utilisées …,http://abcdrfc.online.fr/rfc-vf/rtf/rfc2209.rtf,"RSB Le contenu d'un, IP L'adresse, L … - abcdrfc.online.fr",Protocole de réservation de ressources (RSVP) version 1-Règles de traitement du message,
174,"… If such a connection does not exist, Step 3 is executed. If a connection has alreadybeen established, existing connections are checked for one that can satisfy the newlyrequested . If one is found, this node reserves … ",https://ieeexplore.ieee.org/abstract/document/507911/,"S Murata, A Shionozaki… - Proceedings of 16th …, 1996 - ieeexplore.ieee.org",Integrating routing and resource reservation mechanisms in real-time multicast protocols,1996
175,,,,,
176,… Complessità Page 18. © M. Baldi: see page 2 IntServ - 18 : che cosa si vuole Serviceclass Tipo di servizio Guaranteed Quality Controlled Load Page 19. © M. Baldi: see page 2 IntServ -19 : cosa si vuole Rspec – R come “Reserve” Qualità → ritardo Rate (?!) … ,http://www.studioreti.it/slide/IntServ_I_A.pdf, - studioreti.it,Servizi integrati su Internet,
177,ADVERTISEMENT … ,https://pubs.acs.org/doi/full/10.1021/la0632575,"C Schmitt, C Bovay, M Rouvet, S Shojaei-Rami… - Langmuir, 2007 - ACS Publications","Whey protein soluble aggregates from heating with NaCl: physicochemical, interfacial, and foaming properties",2007
178,"… 2.2. RSVP-TE Details For RSVP-TE, the SONET/SDH traffic parameters are carriedin the SONET/SDH SENDER_TSPEC and  objects. The same format isused both for SENDER_TSPEC object and  objects … ",https://shiraz.levkowetz.com/pdf/draft-ietf-ccamp-gmpls-sonet-sdh-00.pdf,"G Bernstein, A Chiu, J Drake, Y Fan, M Fontana… - 2001 - shiraz.levkowetz.com",CCAMP Working Group Stefan Ansorge (Alcatel) Internet Draft Peter Ashwood-Smith (Nortel) Expiration Date: November 2001 Ayan Banerjee (Calient) Lou Berger …,2001
179,,,S Fuchs - Hauptseminar Telematik WS 2008/2009,,2008
180,"… 王琴. 【摘要】：本文介绍了一种基于SDN架构的低成本、高性能的海量DDOS攻击解决方案,目前DDOS攻击呈现愈演愈烈的趋势,尤其是IDC内的部分SP频繁遭受天文数字般的DDOS攻击,本方案采用SDN+BGP 技术,提供一种经济、有效的海量DDOS攻击防护解决方案 … ",http://www.cnki.com.cn/Article/CJFDTotal-XDXK201705036.htm,"王琴 - 现代信息科技, 2017 - cnki.com.cn",一种基于 SDN 架构的海量 DDOS 攻击解决方案研究,2017
181,… 专题 SDN/NFV技术研究与应用 PCEP、BGP 、NETCONF/YANG、OpenFlow、OVSDB等。 (1)BGP-LS BGP-LS是由IETF RFC7752定义的用于传送底层网络 链路状态和流量工程信息的主要协议。它是通过新定义一种 BGP NLRI（网络层路由信息） … ,http://221.179.172.81/pdf/BE22C6424C9B42E28040DD8844961539.pdf,"王爱俊， 毛东峰， 孙琼， 贾曼， 祖翔 - TELECOMMUNICATIONS …, 2017 - 221.179.172.81",广域网 IP SDN 控制器架构与关键技术研究,2017
182,"… 18 of 37 RSVP - Modèle de réservation Descripteur de flot (flow descriptor) =  + filterspec  • description de la réservation (Rspec) + description du trafic (Tspec) Filter spec …réservation Symbole S n = sender, Q n =  Description Wildcard-filter WF( *{Q} ) … ",http://christophe.lizzi.free.fr/docs/AFCET-QoS-slides.pdf,C Lizzi - 1997 - christophe.lizzi.free.fr,Qualité de Service,1997
183,,,B Hechenleitner,,
184,… ST-II는 SCMP(Stream Control Message Protocol)에 의해 데이 타 스트림을 전송하기 위한 자원을예약할당하며 이를 위해 일 반 노드와 라우터에 ST-II 대행자가 존재한다{9). 예약을 하려 면SCMP는 목적지(단일 혹은 다중)와 경로에 포함된 라우 터의 대행자에게 이라는 흐름 … ,http://www.dbpia.co.kr/Journal/ArticleDetail/NODE00626160,"이정훈， 신현식 - 한국정보과학회 학술발표논문집, 1995 - dbpia.co.kr",실시간 연결 설정을 위한 TDMA 구현 이더네트의 자원예약 기법,1995
185,"… The message contains the origin's SCMP VLI and a reference ID, plus several parameters. Thecritical parameters are: 9 the Origin parameter, which contains a unique address of the originatingapplication a the  parameter, which speciﬁes fourteen ﬂow parameters … ",http://soda.swedishict.se/2103/,"S Pink,  - SICS Research Report, 1991 - soda.swedishict.se",An implementation of the revised Internet stream protocol (ST-2),1991
186,"… V enačbah za največjo zakasnitev IP paketa najdemo dve vrsti parametrov, ki skupaj tvorijospecifikacijo podatkov- nega toka (): prometne speci- fikacije (Tspec)2, s katerimiaplikacija opiše predvidene lastnosti prometa, ki ga bo generirala, ter specifikacije zah- tevane … ",https://www.researchgate.net/profile/Borut_Klepec/publication/260475776_Kakovost_storitev_v_IP_omrezjih/links/02e7e5315f8180b789000000/Kakovost-storitev-v-IP-omrezjih.pdf,"B Klepec, Z TRIGLAV - 1999 - researchgate.net",Kakovost storitev v IP omrežjih,1999
187,"… Flow별로 각기 다른 QoS가 요구되어지므로, 각 서 비스 유형이 요구되는 QoS를나타내는 파라메터 ()를 결정하여 이를 사용하여 응용 서비스 가 요구하는QoS를 보장하기 위하서는 망에 필요 한 대역폭을 요청한다. 이를 … ",http://www.dbpia.co.kr/Journal/ArticleDetail/NODE01614480,"이근무， 박수영 - 한국멀티미디어학회 학술발표논문집, 2002 - dbpia.co.kr",DiffServ 네트워크를 이용한 원격 교육의 QoS,2002
188,"… Receiver: 受信している Path メッセージに対応して、 Resv メッセージを送って予約をする :予約の QoS 指定 Tspec: （予約要求 Tspec） Rspec: （Guaranteed QoS の指定） Filterspec:フローの指定 (eg, sender addr/port) Router: Resv メッセージにしたがって予約を確保し … ",https://www.nic.ad.jp/ja/materials/iw/1997/proceedings/tutorial2/rsvp-tut.pdf,長健二朗 - http://www. sfc. wide. ad. jp/soi/iw97/iw97_tut/slides/08 … - nic.ad.jp,RSVP と帯域制御: インターナルズ,
189,,,D Learnig,,
190,"… Flow별로 각기 다른 QoS가 요구되어지므로, 각 서비스 유형이 요구되는 QoS를 나타내는파라메터()를 결정하여 이를 사용하여 응용 서비스가 요구하는 QoS를 보장하기위 해서는 망에 필요한 대역폭을 요청한다. 이를 위해 … ",http://www.dbpia.co.kr/Journal/ArticleDetail/NODE00830440,"이근무， 박수영 - 한국인터넷정보학회 학술발표대회 논문집, 2002 - dbpia.co.kr",원격 교육의 서비스 질을 위한 연구,2002
191,"… A flow descriptor is a resource reservation that encompasses a filter specification (filterspec) anda flow specification (). When the reservation is implemented at a router, packets thatpass a filter defined by the filterspec are treated as defined by the  … ",https://patents.google.com/patent/US7350227B2/en,", ML Shore - US Patent 7,350,227, 2008 - Google Patents","Cryptographic peer discovery, authentication, and authorization for on-path signaling",2008
192,… A Resv message contains a  object. A  object consists of twosets of numeric pa- rameters: (1) an RSPEC that defines the desired QoS and (2) aTSPEC that describes the traffic characteristics of the data flow … ,https://link.springer.com/article/10.1023/A:1009035929952,"AK Talukdar, BR Badrinath,  - Wireless Networks, 2001 - Springer",MRSVP: A resource reservation protocol for an integrated services network with mobile hosts,2001
193,"… QoS such as connection cost. The application layer negotiates values for these parameters withthe transport layer using a . Partridge Par92] de nes a  as a \data structure …ST-II protocol DS94] allows di erent versions of a  to be used, including … ",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.40.4057&rep=rep1&type=pdf,"RJ Brunsting - Masters' Essay, Dept. of Computer Science, at …, 1995 - Citeseer",Quality of service issues in wireless networks,1995
194,"… First the  ¢ £¡¤is ex- 2 … Both calls are implemented as setsockopt() calls as shown in Figure2. setsockopt ( sock, IPPROTO IP, CCAST JOIN FLOW, &flowspec, sizeof() ) setsockopt (sock, IPPROTO IP, CCAST SET MERGE, &mergespec, sizeof(mergespec) ) … ",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.131.4728&rep=rep1&type=pdf,"K Calvert, J Griffioen, B Mullins, A Sehgal… - PROCEEDINGS OF THE …, 1999 - Citeseer",Implementing a concast service,1999
195,"… 9. RSVP supports both IPv4 and IPv6. An elementary RSVP reservation request consistsof a “” together with a “filter spec”; the pair is called a “flow descriptor”. The specifies a desired QoS. The filter spec, together … ",https://patents.google.com/patent/US7277455B2/en,"RT Hsu,  - US Patent 7,277,455, 2007 - Google Patents",Packet flow processing in a communication system,2007
196,"… Resv messages issued by a destination end system is called a flow descriptor andconsists of a  and a filter spec. the  specifies a desired quality ofservice and used to set parameters in a node"" s packet scheduler … ",https://www.spiedigitallibrary.org/conference-proceedings-of-spie/3561/0000/Efficient-network-resource-management-for-multimedia-on-demand-services/10.1117/12.319746.short,"C Kuo, JH Chiu, JJ Wu… - Electronic Imaging and …, 1998 - spiedigitallibrary.org",Efficient network resource management for multimedia-on-demand services,1998
