,abstract,link,reference,title,year
103,Attackers are most likely to exploit invalidated and unsanitized user input with several attacks such as cross-site scripting (XSS) or SQLinjection. Many methods were proposed to prevent those attacks. Some of them were created to learn about pattern and behavior of the …,https://ieeexplore.ieee.org/abstract/document/7065744/,", , … - 2014 The 1st …, 2014 - ieeexplore.ieee.org",Aggressive web application honeypot for exposing attacker's identity,2014
104,"For the shortcoming of traditional intrusion detection system (IDS) in complex and unknown attack detection. A distributed intrusion detection system based on was proposed. We make use of to collect the invasion characteristics on the network, and use the …",https://ieeexplore.ieee.org/abstract/document/5486267/,"Y Yang, J Mi - 2010 2nd International Conference on Computer …, 2010 - ieeexplore.ieee.org",Design and implementation of distributed intrusion detection system based on ,2010
105,"Wireless technologies drive our world, a world without cables where information is available from anywhere at anytime. The huge expansion of wireless technologies, and specifically 802.11 wireless data networks, in the last years have provided a new battle field for …",https://pdfs.semanticscholar.org/76ed/f91bfe7481ca795986a0e6047a304ec2b20f.pdf,"R Siles - Spanish Honeynet Project, 2007 - pdfs.semanticscholar.org",Honeyspot: The wireless ,2007
106,"The role of the Internet is continuously increasing and many technical, commercial, and business transactions are carried out by a multitude of users who exploit a set of specialized/sophisticated network applications. In this context, the task of network monitoring and …",https://onlinelibrary.wiley.com/doi/abs/10.1002/dac.1141,", R Surlinelli… - International Journal of …, 2011 - Wiley Online Library",Monitoring unauthorized internet accesses through a 'honeypot 'system,2011
107,This paper analyses data collected over a nine month period in a simple VoIP based on simple design initially put forward by Usken (2009). The collected 2083 events of malfeasant activity directed towards commonly used VoIP ports. These events …,https://ro.ecu.edu.au/adf/88/, - 2010 - ro.ecu.edu.au,An analysis of malfeasant activity directed at a voip ,2010
108,"Nowdays firewall technology in the field of the network security has been used widely, however, facing to various means of attacks, the vulnerability and limitations of firewall technology are more obvious. The paper discusses the technology in the field of …",https://ieeexplore.ieee.org/abstract/document/6014704/,"Y Yang, H Yang, J Mi - 2011 IEEE 3rd International Conference …, 2011 - ieeexplore.ieee.org",Design of distributed honeypot system based on intrusion tracking,2011
109,"Wireless Personal Area Networks (WPAN) allow for the implementation of applications such as home automation, remote control services, near-field technologies and personal health care management. Security is a critical requirement of the standards and protocols for these …",https://ieeexplore.ieee.org/abstract/document/7983603/,"S Dowling, ,  - 2017 28th Irish Signals and …, 2017 - ieeexplore.ieee.org",A ZigBee honeypot to assess IoT cyberattack behaviour,2017
110,An electronic communication evaluating device determines a suspicion level for an initial electronic communication. The initial electronic communication is addressed to an addressed entity that is associated with an electronic communication receiver. In response …,https://patents.google.com/patent/US9560075B2/en,"I Goldberg, JR Kozloski, CA Pickover, N Sondhi… - US Patent …, 2017 - Google Patents",Cognitive ,2017
111,"Honeyd–What could that be? Well, honeyd is a small little program with a great effect–you can spend hours of watching and fine-tuning honeyd and the associated scripts and it is even fun. Honeyd is an application which enables the setup of multiple virtual honeypots on …",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.466.2641&rep=rep1&type=pdf,"R Baumann - Originall published as part of the GCIA practical, 2003 - Citeseer",Honeyd–A low involvement honeypot in Action,2003
112,"Honeypots derive much of their value from their ability to fool attackers into believing they're authentic machines. Current cyber-physical system (CPS) honeypots fail to sufficiently capture and simulate behavior that's necessary to project this authenticity. In response, the …",https://ieeexplore.ieee.org/abstract/document/7676152/,"S Litchfield, , J Rogers… - IEEE Internet …, 2016 - ieeexplore.ieee.org",Rethinking the honeypot for cyber-physical systems,2016
113,"is a network trap or a decoy system. It can lure attackers and have them spend time and resource attacking , protecting production resources from attack. can monitor and track the attackers, collect in-formation on them so that can …",http://en.cnki.com.cn/Article_en/CJFDTotal-JSGG200304050.htm,"MYZZH Xuan - Computer Engineering and Applications, 2003 - en.cnki.com.cn",-Network Trap [J],2003
114,"Voice over IP (VoIP) and the Session Initiation Protocol (SIP) are establishing themselves as strong players in the field of multimedia communications over IP, leveraged by low cost services and easy management. Nevertheless, the security aspects are not yet fully …",https://ieeexplore.ieee.org/abstract/document/5990712/,"R Do Carmo, ,  - 12th IFIP/IEEE International …, 2011 - ieeexplore.ieee.org",Artemisa: An open-source honeypot back-end to support security in VoIP domains,2011
115,Honeypots present networked computer systems with known security flaws to attackers and can serve to collect the executable code (malware) aiming to exploit the vulnerability. We describe and evaluate the proof-of-concept NetStage Architecture for a high-speed …,https://ieeexplore.ieee.org/abstract/document/5694317/,"S Muhlbach, , C Roblee… - … Conference on Field …, 2010 - ieeexplore.ieee.org",Malcobox: Designing a 10 gb/s malware collection honeypot using reconfigurable technology,2010
116,The inherent vulnerabilities in TCT/IP architecture give dearth of opportunities to DDoS attackers. The array of schemes proposed for detection of these attacks in real time is either targeted towards low rate attacks or high bandwidth attacks. Tresence of low rate attacks …,https://ieeexplore.ieee.org/abstract/document/4299773/,"A Sardana, , RC Joshi - … International Symposium on …, 2007 - ieeexplore.ieee.org",Detection and honeypot based redirection to counter DDoS attacks in ISP domain,2007
117,"With the advent of Internet, personal computers and computer networks are becoming increasingly vulnerable to various kinds of attacks. Information has become like an asset that needs to be protected from attacks. Due to attack privacy can be violated and important data …",https://pdfs.semanticscholar.org/c437/2e695acd7636367c106d6c347544ed131b98.pdf,"T Kaur, V Malhotra,  - Int. J. Enhanced Res. Sci …, 2014 - pdfs.semanticscholar.org","Comparison of network security tools-firewall, intrusion detection system and ",2014
118,"Wireless technologies provide a new channel for implementation of mobile payments systems. In this regard, the potential of short-range wireless technologies such as Bluetooth is enormous. These systems can be used for proximity payment to vending machines or …",https://ieeexplore.ieee.org/abstract/document/5413764/,",  - 2009 International Conference on …, 2009 - ieeexplore.ieee.org",Securing Bluetooth-based payment system using ,2009
119,"The need to urgently address the security issues related to SCADA system remains high. Contrary to regular IT systems, most successful SCADA attacks can have serious consequences on the nation's economy, stability and, worse affect people's live directly. In …",https://ieeexplore.ieee.org/abstract/document/6690926/,"JP Disso, , S Bailey - 2013 Eighth International …, 2013 - ieeexplore.ieee.org",A plausible solution to SCADA security honeypot systems,2013
120,"USD592295S1 -  humidifier - Google Patents.  humidifier. DownloadPDF Info. Publication number USD592295S1. USD592295S1 US29/321,524 US32152408FUSD592295S US D592295 S1 USD592295 S1 US D592295S1 US 32152408 F …",https://patents.google.com/patent/USD592295S1/en,"P Nanda - US Patent App. 29/321,524, 2009 - Google Patents",humidifier,2009
121,The paper presents the technology as well as the experience gained from their usage in the network of the Institute of Computer Science Warsaw University of Technology. On this background the concept of systems is presented and discussed. The …,http://pe.org.pl/articles/2015/2/16.pdf,",  - Przegląd Elektrotechniczny, 2015 - pe.org.pl",systems in practice,2015
122,"In recent years, the emerging Internet-of-Things (IoT) has led to concerns about the security of networked embedded devices. There is a strong need to develop suitable and costefficient methods to find vulnerabilities in IoT devices-in order to address them before …",https://paper.seebug.org/papers/Security%20Conf/Blackhat/2017_us/us-17-Luo-Iotcandyjar-Towards-An-Intelligent-Interaction-Honeypot-For-IoT-Devices-wp.pdf,", , , Y Jia, X Ouyang - Black Hat, 2017 - paper.seebug.org",Iotcandyjar: Towards an intelligent-interaction honeypot for iot devices,2017
123,"We investigated client honeypots for detecting and circumstantially analyzing drive-by download attacks. A client requires both improved inspection performance and in-depth analysis for inspecting and discovering malicious websites. However, OS overhead in …",https://search.ieice.org/bin/summary.php?id=e98-d_4_775,", T Yagi, Y Kadobayashi… - … on Information and …, 2015 - search.ieice.org",Client honeypot multiplication with high performance and precise detection,2015
124,In this paper we propose the P2P that prevents illegal or harmful files from spreading in P2P network. We apply the idea of to P2P network. We build fake P2P service farms and monitor and trace users who spread or gain illegal or harmful files in …,https://ieeexplore.ieee.org/abstract/document/4195182/,", T Nam - The 9th International Conference on Advanced …, 2007 - ieeexplore.ieee.org",P2p honeypot to prevent illegal or harmful contents from spreading in p2p network,2007
125,"A distributed system is a collection of honeypots distributed throughout the Internet that send their data to a central analysis point. In such a system, the need for automation, flexibility, and transparency in data control, data capture, and cleanup is more …",https://ieeexplore.ieee.org/abstract/document/1437808/,"C Carella, J Dike, N Fox, M Ryan - Proceedings from the Fifth …, 2004 - ieeexplore.ieee.org",UML Extensions for Honeypots in the ISTS Distributed honeypot Project,2004
126,"In recent years, there have been extensive studies and rapid progresses in and honeynet, which is one of the hotspots and key techniques in the network security field. Highlighting the challenging issues and research trends for and honeynet …",http://en.cnki.com.cn/Article_en/CJFDTotal-JFYZ2008S1074.htm,", Y Jianping, L Yun… - Journal of Computer …, 2008 - en.cnki.com.cn",Advances in the honeypot and honeynet technologies,2008
127,"Nowadays, many public sectors lead their services to cloud to perform the various tasks. It is creates their computing process available more easily to users. However, it is also together brings new security attacks and challenges about safety and reliability. The propose system …",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.403.7668&rep=rep1&type=pdf,"AA Thu - International Journal of Computer Applications, 2013 - Citeseer",Integrated intrusion detection and prevention system with honeypot on cloud computing environment,2013
128,"A is a type of information system that is used to obtain information on intruders in a network. When a is deployed in front of a firewall, it can serve as an early warning system. When deployed behind the firewall, it can serve as part of a defense-in-depth …",https://ieeexplore.ieee.org/abstract/document/4565077/,"CH Yeh,  - 2008 IEEE International Conference on …, 2008 - ieeexplore.ieee.org",Design and implementation of honeypot systems based on open-source software,2008
129,"Honeypots are an indispensable tool for network and system security as well as for computer forensic investigations. They can be helpful for detecting possible intrusions, as well as for gathering information about their source, attack patterns, final target and purpose …",https://ieeexplore.ieee.org/abstract/document/7237039/,", … - … Conference on High …, 2015 - ieeexplore.ieee.org",A honeypot system with honeyword-driven fake interactive sessions,2015
130,"Spam has become one of the most annoying and costly phenomenon in the Internet. Valid e-mail addresses belong to the most valuable resources of spammers, but little is known about spammers' behavior when collecting and harvesting addresses and spammers' capabilities …",https://ieeexplore.ieee.org/abstract/document/1495931/," - Proceedings from the Sixth Annual IEEE SMC …, 2005 - ieeexplore.ieee.org",An e-mail honeypot addressing spammers' behavior in collecting and applying addresses,2005
131,"Honeypots are highly valued for their detective function. However, suitable detection models use in system have not been fully explored. We present HonIDS, a system for detecting malicious hosts and intruders in local network. HonIDS is characterized …",https://ieeexplore.ieee.org/abstract/document/1610006/,", HP Hu, XC Lu, J Wang - Fourth IEEE International …, 2006 - ieeexplore.ieee.org",Honids: Enhancing honeypot system with intrusion detection models,2006
132,"The popularity of the Internet is rising day by day, hence the security is becoming the main focused point with the advent and rising popularity of the Internet. In this paper we are proposing an integrated framework of malware collection and analysis using both of the …",https://ieeexplore.ieee.org/abstract/document/6304786/,", , JS Bhatia - 2012 IEEE 7th International …, 2012 - ieeexplore.ieee.org",Hybrid honeypot framework for malware collection and analysis,2012
133,"In recent years, attackers have started to use web pages to deliver their malicious code to users. Web-based malware overcomes signature-based detection by modification of the code or using zero-day exploits. We propose a malicious activity detection method using …",https://ieeexplore.ieee.org/abstract/document/6088149/,",  - 2011 7th International Conference on …, 2011 - ieeexplore.ieee.org",Predicting client-side attacks via behaviour analysis using honeypot data,2011
134,"For the hackers' attacks on the network is constantly updated, the traditional defense dealing with unknown invasion become powerless and can not effectively protect the network. This paper proposes the application of honeypots in the LAN system, where the virtual and …",https://ieeexplore.ieee.org/abstract/document/5982237/,"L Li, H Sun,  - 2011 IEEE 2nd International Conference …, 2011 - ieeexplore.ieee.org",The research and design of honeypot system applied in the LAN security,2011
135,"Honeypots are network surveillance architectures designed to resemble easy-to-compromise computer systems. They are deployed to trap hackers in order to help security professionals capture, control, and analyze malicious Internet attacks and other activities of …",https://www.tandfonline.com/doi/abs/10.1080/19393555.2012.738375,", ,  - Information Security Journal: A …, 2012 - Taylor & Francis",Dempster-shafer evidence combining for (anti)-honeypot technologies,2012
136,"To meet network security requirement, the model of SISH (Study of Intrusion Signature based on ) takes advantage of technology to collect the activities of attackers on the . According to information replied from the , and data …",https://ieeexplore.ieee.org/abstract/document/1578880/,"JF Tian, J Wang, X Yang, R Li - Sixth International Conference …, 2005 - ieeexplore.ieee.org",A Study of Intrusion Signature Based on ,2005
137,"In the Internet age, every computer user is likely to inadvertently encounter highly contagious viruses. Over the past several years, a new type of web attack has spread across the web, that is, when a client connects to a malicious remote server, the server responds to …",https://www.atlantis-press.com/proceedings/cse-13/6875,"TM Koo, HC Chang, YT Hsu… - … Conference on Advances …, 2013 - atlantis-press.com",Malicious website detection based on honeypot systems,2013
138,,,L Spitzner - 2003,,2003
139,"In this paper, we implement a system equipped with several sub systems for their use. Obtaining the new knowledge on the access skills of intruder allows us to make a policy more precisely and quickly to protect a system from the new attacks. Our implementation …",https://link.springer.com/chapter/10.1007/978-3-540-24707-4_33,"M Kim, M Kim, Y Mun - … Conference on Computational Science and Its …, 2004 - Springer",Design and implementation of the honeypot system with focusing on the session redirection,2004
140,"In this paper, a deceptive system, called honeyanole, is developed to escape from hunting as well as to collect attacking information. In honeyanole, three phases of collection, redirection and deception are implemented. In the collection phase, four types of attacking …",https://ieeexplore.ieee.org/abstract/document/4580673/,"LM Shiue, SJ Kao - 2008 International Conference on …, 2008 - ieeexplore.ieee.org",Countermeasure for detection of honeypot deployment,2008
141,"is a prominent technology that helps us learn new hacking techniques from attackers and intruders. The much information from multiple servers, the more appropriate signatures we can generate. To ease the administrator to manage and monitor …",https://ieeexplore.ieee.org/abstract/document/5930083/,", U Jaralrungroj… - … Joint Conference on …, 2011 - ieeexplore.ieee.org",Distributed honeypot log management and visualization of attacker geographical distribution,2011
142,Cloud computing systems fundamentally provide access to large pools of data and computational resources through a variety of interfaces similar in spirit to existing grid and HPC resource management and programming systems. These types of systems offer a new …,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.302.6491&rep=rep1&type=pdf,"SR Nithin Chandra, TM Madhuri - International Journal of Scientific & …, 2012 - Citeseer",Cloud Security using honeypot Systems,2012
143,"This article introduces the up-to-date network safet y strategy the techniques adopted currently in the world. In the meantime, it also p robes into a brand-new network safety strategy the honeynet, with the main fo cus laid on its key techniques and the way to …",http://en.cnki.com.cn/Article_en/CJFDTotal-JYRJ200402041.htm,"CZFLT Wenlin - Computer Applications and Software, 2004 - en.cnki.com.cn",THE ALL-NEWLY NETWORK SAFETY STRATEGY——THE honeypot & TECHNIQUES [J],2004
144,Since honeypots first appeared as an advanced network security concept they suffer from poor deployment and maintenance strategies. State-of-the-Art deployment is a manual process in which the needs to be configured and maintained by a network …,https://ieeexplore.ieee.org/abstract/document/7890056/,", M Zimmermann… - 2017 19th International …, 2017 - ieeexplore.ieee.org","An adaptive honeypot configuration, deployment and maintenance strategy",2017
145,"Model order selection (MOS) schemes are frequently applied in several signal processing applications. In this paper, we propose a new application for such state-of-the-art model order selection schemes, which is an automatic method for blind identification of malicious …",https://lasp.unb.br/wp-content/uploads/files/research/ICoFCS2011-PP16.pdf,", , … - … on Forensic Computer …, 2011 - lasp.unb.br",Blind automatic malicious activity detection in honeypot data,2011
146,"Honeyd is a low-involvement, productive framework. This paper detailedly analyzes Honeyd's system architecture, each part's function and representative applications, and then it configures and tests Honeyd from network topology, operation system and …",http://en.cnki.com.cn/Article_en/CJFDTotal-JSGG200527043.htm,"ZLCDN Yi - Computer Engineering and Applications, 2005 - en.cnki.com.cn",Analysis and Research of a Virtual honeypot Framework: Honeyd [J],2005
147,Today's world is increasingly relying on computer networks. The increase in the use of network resources is followed by a rising volume of security problems. New threats and vulnerabilities are discovered everyday and affect users and companies at critical levels …,https://drum.lib.umd.edu/handle/1903/9204, - 2009 - drum.lib.umd.edu,Advanced honeypot architecture for network threats quantification,2009
148,Internet technology today is not free from many problems or security holes. This security holes could be exploited by an unauthorized person to steal important data. The case of the attacks occurred because the party that was attacked also did not realize the importance of …,https://ieeexplore.ieee.org/abstract/document/7814970/,"DK Rahmatullah, SM Nasution… - … Conference on Control …, 2016 - ieeexplore.ieee.org",Implementation of low interaction web server honeypot using cubieboard,2016
149,"Server honey pots are computer systems that hide in a network capturing attack packets. As the name goes, server honey pots are installed in server machines running a set of services. Enterprises and government organisations deploy these honey pots to know the extent of …",https://ieeexplore.ieee.org/abstract/document/7083380/,",  - 2015 international conference on …, 2015 - ieeexplore.ieee.org",Scalable honeypot architecture for identifying malicious network activities,2015
150,"Recently, advances in cyber-physical systems and IoT led to an increase in devices connected to the internet. This rise of functionality also comes with an increased attack surface for cyber criminals. A proven method for forensic investigations of trends and …",https://ieeexplore.ieee.org/abstract/document/8074855/,", , … - … Conference on Cyber …, 2017 - ieeexplore.ieee.org",Investigation of cyber crime conducted by abusing weak or default passwords with a medium interaction ,2017
151,"The desert ant genus Myrmecocystus contains both diurnal and nocturnal species, which are subject to very different desiccation challenges when foraging. We measured water loss rates (WLRss) of live and dead M. mexicanus and M. mendax workers (nocturnal …",https://onlinelibrary.wiley.com/doi/abs/10.1002/jez.1402700404,",  - Journal of Experimental Zoology, 1994 - Wiley Online Library",Water relations in nocturnal and diurnal foragers of the desert honeypot ant honeypot : Implications for colony‐level selection,1994
152,"A novel behavioral detection framework is proposed to detect zero day buffer overflow vulnerabilities (based on network behavioral signatures) using zero-day exploits, instead of the signature-based or anomaly-based detection solutions currently available for IDPS …",https://pdfs.semanticscholar.org/f7e7/695fdfbcbff24126efe36399d01a9a5b2f4a.pdf,", M Drozd… - World Academy of …, 2012 - pdfs.semanticscholar.org",Behavioral signature generation using shadow ,2012
153,"In recent years, the number of sophisticated cyber attacks has increased rapidly. At the same time, people tend to utilize unknown, in terms of trustworthiness, wireless networks in their daily life. They connect to these networks, eg, airports, without knowledge of whether they …",https://dl.acm.org/citation.cfm?id=2516763,", , … - Proceedings of the …, 2013 - dl.acm.org",This network is infected: HosTaGe-a low-interaction honeypot for mobile devices,2013
154,"The current network‐based intrusion detection systems have a very high rate of false alarms, and this phenomena results in significant efforts to gauge the threat level of the anomalous traffic. In this paper, we propose an intrusion detection mechanism based on log …",https://onlinelibrary.wiley.com/doi/abs/10.1002/nem.1923,"CB Jiang, IH Liu, YN Chung… - International Journal of …, 2016 - Wiley Online Library",Novel intrusion prediction mechanism based on honeypot log similarity,2016
155,"ABSTRACT A apparatus, as a perspective security technology has proven itself worth deploying by various malicious records made. The next step in deploying the technology can be an independent hardware device with the incorporated  …",http://www.eurecom.fr/fr/publication/2372/download/ce-leitco-071014.pdf,"V Pejovic, I Kovacevic, S Bojanic, C Leita, J Popovic… - SECUREWARE, 2007 - eurecom.fr",Migrating a honeypot to hardware,2007
156,Honeypots are the defined as fictional vulnerable systems that present themselves as generic system that can be used for the purpose of unauthorized/illicit use by abusers where the objective is to study their attack/system compromising methodology and to gather …,http://www.academia.edu/download/30668102/1569604821.pdf,"A Almutairi, D Parish,  - Proceedings of the 13th Annual …, 2012 - academia.edu",Survey of high interaction honeypot tools: Merits and shortcomings,2012
157,"Along with the rapid development of Internet technology, Network security has become a very serious problem. At present the main security technologies include firewall technology, intrusion detection technology, access control technology, data encryption technology and …",https://link.springer.com/chapter/10.1007/978-3-642-23321-0_14,"X Liu, L Peng, C Li - International Conference on Computer Science …, 2011 - Springer",The dynamic honeypot design and implementation based on Honeyd,2011
158,"Mobile adhoc networks (MANETs) suffer from various types of security attacks. In this paper, a novel probabilistic approach is proposed to detect and to isolate the Black Hole attack from MANET. Routing algorithms that are used nowadays are not designed to handle these types …",https://link.springer.com/article/10.1007/s11277-016-3229-5,",  - Wireless Personal Communications, 2016 - Springer",A novel honeypot based detection and isolation approach (NHBADI) to detect and isolate black hole attacks in MANET,2016
159,"With the rapid development and proliferation of the Internet infrastructure and local networks, more and more security threats, eg, distributed denial of service (DDoS), computer viruses, Internet worms, trojan horses, sywares, adwares and bots, for computer systems and …",https://books.google.nl/books?hl=nl&lr=&id=UBeaDwAAQBAJ&oi=fnd&pg=PA173&dq=%22honeypot%22&ots=tnzsi5-ziq&sig=B1GAQk7F-ewkNPYKmBSbRG8HHnw,"J Song, , Y Okabe… - Intrusion Detection …, 2011 - books.google.com",Correlation analysis between honeypot data and IDS alerts using one-class SVM,2011
160,One of the most common security attack for web application is SQL injection. It is an attack to acquire access to application's database through injection of script or malicious query attributes. This attack can be executed in any page of web application which interacts with …,https://ieeexplore.ieee.org/abstract/document/6936499/,", , … - 2014 International …, 2014 - ieeexplore.ieee.org",SQL injection detection and prevention system with raspberry Pi honeypot cluster for trapping attacker,2014
161,SQL injection attacks continue to be a major problem for Web applications. We investigate design considerations for an application layer to attract and learn about SQL injection attacks. The responds with indications of vulnerability leading attackers …,https://ieeexplore.ieee.org/abstract/document/5355040/,"TM Chen, J Buford - 2009 IEEE 34th Conference on Local …, 2009 - ieeexplore.ieee.org",Design considerations for a honeypot for SQL injection Attacks,2009
162,"Self-propagating malware, such as worms, have prompted cyber attacks that compromise regular computer systems via exploiting memory-related vulnerabilities which present threats to computer networks. A new generation worm could infect millions of hosts in just a …",https://pdfs.semanticscholar.org/d4e4/5e81b8d8878ca99648c3fc890ede1ae01b49.pdf,"RR Patel,  - International Conference on …, 2011 - pdfs.semanticscholar.org",Zero-day attack signatures detection using ,2011
163,"Network attack and defense is a never-ending war. Along with the rapid development of the Internet, network attacks have increased and diversified. Use of traditional firewall and intrusion detection technologies cannot match to this rapid change. In response to this trend …",https://dl.acm.org/citation.cfm?id=1645037,"PS Huang, , TN Ahn - … of the 2009 International Conference on …, 2009 - dl.acm.org",Design and implementation of a distributed early warning system combined with intrusion detection system and ,2009
164,"In SIEM environments, security analysts process massive amount of alerts often imprecise. Alert correlation has been designed to efficiently analyze this large volume of alerts. However, a major limitation of existing correlation techniques is that they focus on the local …",https://link.springer.com/chapter/10.1007/978-3-642-33704-8_18,", ,  - International Conference on …, 2012 - Springer",Limitation of honeypot /honeynet databases to enhance alert correlation,2012
165,"With the fast development of WLAN, wireless intrusion prevention systems have recently become the research hotspot. In this paper, we first analyze the drawbacks of WLAN and indicate the primary 802.11-specific threats, then present the framework of the wireless IPS …",https://ieeexplore.ieee.org/abstract/document/5371448/,"G Chen, H Yao, Z Wang - 2009 International Conference on …, 2009 - ieeexplore.ieee.org",Research of wireless intrusion prevention systems based on plan recognition and ,2009
166,"This is an attractive, colourful account of the history of honey, the role of honey bees in theproduction of honey, the beekeeper's year, the therapeutic qualities of honey, and its taste. Thebook concludes with over 30 pages of recipes. There is also a short bibliography.",https://www.cabdirect.org/cabdirect/abstract/19930233806,S Style - 1992 - cabdirect.org,Honey: from hive to honeypot .,1992
167,Possibilities to develop the type intrusion detection systems (IDS) for databases are discussed. Two types of concept systems are suggested. Network level system is based on the emulation of the database connections and is aimed to detect intruders …,https://apps.dtic.mil/docs/citations/ADA457668,", D Rainys, , A Bielko - 2004 - apps.dtic.mil",Development of honeypot system emulating functions of database server,2004
168,"Monitoring communication networks and their traffic is of essential importance for estimating the risk in the Internet, and therefore designing suited protection systems for computer networks. Network and traffic analysis can be done thanks to measurement devices or …",https://ieeexplore.ieee.org/abstract/document/7014136/," - 10th International Conference on Network and …, 2014 - ieeexplore.ieee.org",Unsupervised classification and characterization of honeypot attacks,2014
169,"When service users with mental health needs also are parents social work, along with other professions, often has tended to separate these roles, with unhelpful consequences. This article reports research which looked at the views of parents with mental health needs …",https://www.tandfonline.com/doi/abs/10.1080/09503159208411589,"R Hugman, N Phillips - Practice, 1992 - Taylor & Francis",'Like bees round the honeypot 'social work responses to parents with mental health needs,1992
170,"Various embodiments include a system configured to trigger malicious activities by malicious applications using a behavioral analysis algorithm and dynamic resource provisioning. A method performed by a processor of a computing device, which may be a …",https://patents.google.com/patent/US20170134405A1/en,"SA Ahmadzadeh, N Islam… - US Patent App. 14 …, 2017 - Google Patents",Dynamic honeypot System,2017
171,The continuous growth of the number of cyber attacks along with the massive increase of mobile devices creates a highly heterogeneous landscape in terms of security challenges. We argue that in order for security researchers to cope with both the massive amount and …,https://dl.acm.org/citation.cfm?id=2659663,", … - Proceedings of the 7th …, 2014 - dl.acm.org",Hostage: a mobile honeypot for collaborative defense,2014
172,"This paper discusses on the development of the Honeyd@ WEB. Honeyd@ WEB is a system that can deploy low-interaction, production, dynamic and manageable virtual honeypots via a web interface. It runs open source programs, such as P0f (a passive …",http://www.1is.us/proceedings/InSITE2006/IISITAnua209.pdf,", , CW Yao - Issues in Informing Science & Information …, 2006 - 1is.us",through Web (Honeyd@ WEB): The Emerging of Security Application Integration.,2006
173,"This paper presents a novel system implemented as a deliberative agent, built by means of a Case Based Reasoning (CBR) system. The system uses as reference an existing medium interaction (Kippo) and leverages the Beliefs-Desires …",https://link.springer.com/chapter/10.1007/978-3-642-54525-2_29,",  - International Conference on Security in Computer …, 2014 - Springer",Casshh–case adaptive ssh ,2014
174,The Leurre. com project is a worldwide network of environments that collect traces of malicious Internet traffic every day. Clustering techniques have been utilized to categorize and classify activities based on several traffic features. While such clusters of traffic …,http://eprints.qut.edu.au/14289/,"SI Almotairi, , , , GM Mohay… - 2007 - eprints.qut.edu.au",Extracting inter-arrival time based behaviour from honeypot traffic using cliques,2007
175,"Monitoring communication networks and their traffic is of essential importance for estimating the risk in the Internet, and therefore designing suited protection systems for computer networks. Network and traffic analysis can be done thanks to measurement devices or …",https://dl.acm.org/citation.cfm?id=2714580," - Proceedings of the 10th ACM Symposium on …, 2015 - dl.acm.org",A near real-time algorithm for autonomous identification and characterization of honeypot attacks,2015
176,"technology has been widely used to overcome the limitations of firewall technology, many intrusion detection systems, intrusion prevention systems, which detected several attacks but couldnot detect new attacks. This paper discusses the  …",http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.244.8772&rep=rep1&type=pdf,",  - International Journal of Computer Applications, 2012 - Citeseer",Design and analysis of distributed honeypot system,2012
177,Cloud services delivered as utility computing over the Internet makes it an attractive target for cyber intruders. Protecting network accessible Cloud resources and services from ever increasing cyber threats is of great concern. Most of the Network based Intrusion Detection …,https://link.springer.com/chapter/10.1007/978-3-642-29852-3_6,", , , H Patel - IFIP International Conference on …, 2012 - Springer",Incorporating honeypot for intrusion detection in cloud infrastructure,2012
178,Mobile Ad hoc Networks (MANETs) having strikingly superior features also come with notable disadvantage and troubles and the most exigent amongst all being security related issues. Such an ringent network dexterously pave approach for the malicious nodes. Hence …,https://ieeexplore.ieee.org/abstract/document/6296110/,",  - … on Trust, Security and Privacy in …, 2012 - ieeexplore.ieee.org",Locating the attacker of wormhole attack by using the ,2012
179,"The number of devices connected to computer networks is increasing daily, and so is the number of network-based attacks. A is a system trap that is set to act against unauthorised use of information systems. The objective of this study was to survey the …",https://ieeexplore.ieee.org/abstract/document/7412090/,"RM Campbell, … - 2015 10th international …, 2015 - ieeexplore.ieee.org",A survey of honeypot research: Trends and opportunities,2015
180,This paper presents the application of deception theory to improve the success of client honeypots at detecting malicious web page attacks from infected servers programmed by online criminals to launch drive-by-download attacks. The design of honeypots faces three …,https://link.springer.com/chapter/10.1007/978-3-642-02812-0_17,"B Endicott-Popovsky, J Narvaez, C Seifert… - … on Foundations of …, 2009 - Springer",Use of deception to improve client honeypot detection of drive-by-download attacks,2009
181,This research presents an intrusion detection system t (IDS) with over distributed networks. The main objective is compare measuring the effectiveness of attacks between IDS and IDS with by unicast IP address attack and multicast IP address attack …,https://ieeexplore.ieee.org/abstract/document/6342030/,"A Pomsathit - 2012 spring congress on engineering and …, 2012 - ieeexplore.ieee.org",Effective of unicast and multicast IP address attack over intrusion detection system with ,2012
182,"Detailed introduction of the related knowledge of and intrusion detection technology. From the adaptability, effectiveness and scalability to a detailed analysis of the current intrusion detection system in the existing problems and the technology is …",https://ieeexplore.ieee.org/abstract/document/6976452/,"X Suo, X Han, Y Gao - 2014 IEEE workshop on advanced …, 2014 - ieeexplore.ieee.org",Research on the application of honeypot technology in intrusion detection system,2014
