,abstract,link,reference,title,year
81,,,"J Koning - De achttiende eeuw, 2010",,2010
82,… Dong-Sun Lim Real-time (OS Team. ETRI 요약 운영체제의 로딩 및 그 동작주소는해당 시스템의 하드웨어적인 제약이나 와의 인터페이스 등에 의 해서 고정된다.그래서 운영체제의 초기 부팅과정에서 는 이렇게 물리적으로 … ,http://www.dbpia.co.kr/Journal/ArticleDetail/NODE02134335,"차영준， 정부금， 임동선 - 한국통신학회 학술대회 및 강연회, 1998 - dbpia.co.kr",운영체제의 동적 재배치에 관한 연구,1998
83,"… That's why you're there. You took the job knowing you'd experience that. It's like, you're in charge,now. If you crack, there's no one else. It is your responsibility. It can be hard. (Ben, , tenure5 months) … It's pretty much just self-destructive. (Lonnie, , tenure 5 months) … ",https://www.tandfonline.com/doi/abs/10.1080/0090988042000318521,"C Scott,  - Journal of Applied Communication Research, 2005 - Taylor & Francis",The socialization of emotion: Learning emotion management at the fire station,2005
84,"… COMPANY n Phon 1.!4 Prt  -:-HE IOWA HOMEMAKER Merry Christmas in Old Russia(t'untinu•••l frn111 J•ag•• ::! lnu~:h, tlll'n llutl•·ll it out, fry it i11 a J{rt·a • .-1 fry in~ pan or dt·t·p tat.This is •·rvt••l w1th rit·h, thit·k, ~our milk, whit·ia, hy tlw \\U)"", 1 unt• of tlll' favurih• di. ht … ",https://lib.dr.iastate.edu/homemaker/vol11/iss6/6/,"K Goeppinger - The Iowa Homemaker, 1931 - lib.dr.iastate.edu",By Katherine Goeppinger...,1931
85,"… Optionally, in one embodiment, LDIM 202 includes a “mini-” software program(not shown). In this embodiment, when computer 100 is powered on, LDIM 202“forces” the “mini-” into computer 100's CPU (See FIG … ",https://patents.google.com/patent/US6477624B1/en,"ZM Kedem, , S Paxia, A Baratloo… - US Patent …, 2002 - Google Patents",Data image management via emulation of non-volatile storage device,2002
86,"… 2.1 Complications of Attribution There is an assortment of excellent prior research efforts on bothreflective DoS attacks and attribution, but, to the best of our knowledge, it appears that mostresearches have stayed away from the concept of identifying a particular '' used in … ",http://www.cscjournals.org/manuscript/Journals/IJCSS/Volume12/Issue1/IJCSS-1379.pdf,"P Knight,  - … Journal of Computer Science and Security …, 2018 - cscjournals.org",DoS Forensic Exemplar Comparison to,2018
87,"An electronic module for a digital television receiver comprises a multimedia CPU ( 211 ), anon-volatile memory block ( 212 ) connected with the multimedia CPU ( 211 ) via a memoryinterface ( 220 ) and storing a  application for initializing the start-up of the digital … ",https://patents.google.com/patent/US20080098418A1/en,"A Dabrowa, K Szczesny, P Sergiel - US Patent App. 11/874,912, 2008 - Google Patents",Electronic module for digital television receiver,2008
88,"… Optionally, in one embodiment, LDIM 202 includes a “mini-” software program(not shown). In this embodiment, when computer 100 is powered on, LDIM 202“forces” the “mini-” into computer 100's CPU (See FIG … ",https://patents.google.com/patent/US6598131B2/en,"ZM Kedem, , S Paxia, A Baratloo… - US Patent …, 2003 - Google Patents",Data image management via emulation of non-volatile storage device,2003
89,"… and frequent. At the same time it has never been easier to execute DDoS attacks, eg, services offer paying customers without any technical knowledge the possibilityto perform DDoS attacks as a service. Currently, mitigation … ",https://itsec.cs.uni-bonn.de/spring2015/downloads/SIDAR-Report-SR-2015-01.pdf#page=9,", , … - 10. GI FG SIDAR …, 2015 - itsec.cs.uni-bonn.de",Real-time DDoS defense: a collaborative approach at internet scale,2015
90,"… however, there are few mitigation proposals. In addition, existing literature in this areaprovides only a partial understanding of the threat, for example by analyzing only afew aspects of one specific . In this paper, we propose … ",https://www.narcis.nl/publication/RecordID/oai:ris.utwente.nl:publications%2F175e4c6c-be6b-45a9-84b1-828dc0b4e6fc,"JJ Cardoso de Santanna, , G Doyen… - Lecture Notes in …, 2014 - narcis.nl",Characterizing and Mitigating the DDoS-as-a-Service Phenomenon,2014
91,… How to setup master  https://www.youtube.com/watch?v=IyYEN44N3cI Hide one of theoperating system from masterbooter list menu https://www.youtube.com/watch?v=EgspFADzccgHide masterbooter list menu https://www.youtube.com/watch?v=Z86ev03FMl8 Setup … ,https://dl.acm.org/citation.cfm?id=3074188,A Ardo - 2016 - dl.acm.org,Step by Step How to Create Multi OPERATING SYSTEMS (OS) in One Computer or virtu,2016
92,"… a small way into this Country, seeking & halting, desirous to prevent mishap, the undue severanceof charge, the tease, the crop & bang, desirous only of those victuals which may furniture myconstant guard - whereas for this have I gainsaid the touch of free-, the tang of … ",http://search.proquest.com/openview/ab2527e0be8b4c40bd688e9e2a24e524/1?pq-origsite=gscholar&cbl=42721,"K Petrosino - Harvard Review, 2009 - search.proquest.com",Afro,2009
93,"… Mohammad Karami. May 2016 Thesis title: Understanding and Undermining The Business ofDDoS  Services First Position: Google Sean Palka. December 2015 … Login '13 MohammadKarami, Damon McCoy. Rent to Pwn: Analyzing Commodity  DDoS Services … ",http://www.damonmccoy.com/cv.pdf,"CAD Grunwald,  - damonmccoy.com",Damon Liwanu McCoy,
94,"… Therefore, we analyse the Booters internal environ- ment, their external environment and theircustomers. In summary, this paper highlights weaknesses of the  market that can be usedto mitigate them …  websites have been accessed by thousands of peo- ple [30] … ",https://pdfs.semanticscholar.org/bb7d/1d63db2a55541b90e8da79ea7cffe647b4ae.pdf,M de Groot - 2015 - pdfs.semanticscholar.org,Unveiling Weaknesses of Booters,2015
95,… Booters have been linked to some of the most powerful DDoS attacks in recent years.Design/methodology/approach – The authors identify the various parties associated with websites and the means through which booters operate … ,https://www.emeraldinsight.com/doi/abs/10.1108/JICES-09-2016-0033,", … - … and Ethics in …, 2017 - emeraldinsight.com",Booters: can anything justify distributed denial-of-service (DDoS) attacks for hire?,2017
96,… J9VM Program Meta Heap Data .img file 4. Run-time: load image into reduced VM  353Page 3. 3. PRE-INITIALIZATION Many large programs have sophisticated initialization routinesthat build complex data structures for use throughout the life of the program … ,https://dl.acm.org/citation.cfm?id=1250775,"BL Titzer, J Auerbach, ,  - ACM SIGPLAN Notices, 2007 - dl.acm.org",The exovm system for automatic vm and application reduction,2007
97,,,WKJ - 1943 - JSTOR,,1943
98,,,CJ Winter - 1943 - JSTOR,,1943
99,,,G Figueira - 1943 - JSTOR,,1943
100,… One possibility to launch DDoS attacks is offered to non-technical users by websites referredto as Booters [2][3]. A user accesses a  website and chooses an attack plan that definesa number of attacks with a maximum attack duration each within a maximum period of … ,https://research.utwente.nl/files/21236087/accse_2017_3_30_80028.pdf,", , H Baier… - … on Advances in …, 2017 - research.utwente.nl",Booters and Certificates: An Overview of TLS in the DDoS-as-a-Service Landscape,2017
101,"… Dee/êßjn 'e die гешефт- nen geven шамот men de mel@ alsmaar een пут; leeefìlдедами ‚. woor 't eene gedeelte tot  by ст /Zaoe ,. dewële bet ander totwei-r о)"" melk (сете were, of waarom.' ayt de /elfele door 'e падете … ",https://books.google.nl/books?hl=nl&lr=&id=uhNiAAAAcAAJ&oi=fnd&pg=PP3&dq=%22booter%22&ots=VPkQBUUHsJ&sig=0IB7kcrZ37jliJkZyAndgTzWkVw,D van der Sterre - books.google.com,Voorstelling van de noodsaakelijkheid der keyserlijke snee. Daar neven De verhandelinge van de teeling en baaring,
102,"… DDoS as a Service. The attack generated by a  depends on the Botnet behindit and its power makes its notoriety. Thus, in order to strengthen the  power,cloud resources represent a boon. The success of these … ",https://ieeexplore.ieee.org/abstract/document/8231163/,", G Doyen, N Ghadban… - IEEE Transactions on …, 2018 - ieeexplore.ieee.org",Detecting Botclouds at Large Scale: A Decentralized and Robust Detection Method for Multi-Tenant Virtualized Environments,2018
103,"… ties up to the end of the eighteenth century. Even though society despised them,some of these out- laws, such as Rob Roy MacGregor, a Scottish free- , becamefolk heroes. Organized crime rose rapidly over the last two … ",https://books.google.nl/books?hl=nl&lr=&id=-L8B8ydtHZ4C&oi=fnd&pg=PA4&dq=%22booter%22&ots=Z95e0z5-ON&sig=Hh7cDqw-htALMzkU4a_uhGBkz0g,"C Saenz-Cambra - Organized crime: from trafficking to terrorism, 2007 - books.google.com",A. Historical Antecedents of Organized Crime,2007
104,… Linux has benefited from NetBSD's experience as well. The special  used byNetBSD on the 68000-series Macintosh computers was modified and became thePenguin  used to launch Linux on these systems. Finally … ,https://pdfs.semanticscholar.org/613b/c4e85e043bbd9085edb87fd704890c0a7244.pdf," - Leonardo Electronic Journal of Practices and …, 2003 - pdfs.semanticscholar.org",Installing and Testing a Server Operating System,2003
105,"… The booters are together all the time and this leads to conflicts between booters.93 One stated that ""[i]t's like being married., 94 But violence is simply not tolerated at the camp.95 Thebooters are given strict orders from their drill instructors, but within limits … ",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/baylr58&section=13,"H Rowlison - Baylor L. Rev., 2006 - HeinOnline",Sin No More: Recidivism and Non-Traditional Punishments in Wyoming,2006
106,"… (b) The timeline between a fault in a component, and its restoration via the -providedp.-reboot, and the recovery-aware interfaces … The  component is in charge of initially bootingthe component, and stores an image of the initial state of the component … ",https://ieeexplore.ieee.org/abstract/document/6728858/,"J Song, , G Parmer - 2013 IEEE 34th Real-Time …, 2013 - ieeexplore.ieee.org","Predictable, efficient system-level fault tolerance in C^ 3",2013
107,"… Client 123 includes a native  208, which coordinates operations involved in initializingclient 123 so that client 123 can execute native code … The system starts by running native 208 on client 123, which enables JVM 204 to execute (step 302) … ",https://patents.google.com/patent/US7617273B2/en,"RJ Rocchetti, JP Kesselman, H Kawahara - US Patent 7,617,273, 2009 - Google Patents",Method and apparatus for providing a unified component architecture for client-side and server-side components,2009
108,… WAN. A programmable Read Only Memory (PROM) downloads the  froma boot server or an install server located in the network. When … Trivial File TransferProtocol (TFTP) is used to download the . When booting … ,https://patents.google.com/patent/US10177977B1/en,"LM Avramov, S Kittur, CV Modumudi… - US Patent App. 10 …, 2019 - Google Patents",Deployment and upgrade of network devices in a network environment,2019
109,"… The install assistant copies a disk image of the operating system (OS) installer and a (eg, a minimally functional version of an operating system, including a kernel), onto the newpartition … The disk image of the OS installer includes at least  126 and installer 128 … ",https://patents.google.com/patent/US9830137B2/en,"JR Matthew, JR Chang - US Patent 9,830,137, 2017 - Google Patents",Installation of software onto a computer,2017
110,"… A possible solution is to use a PRNG with relatively small state space (called the ) whichcan be quickly initialized, and use it to generate the initial array x0,x1,...,xn−1, and at the sametime, its outputs are passed Page 8 … The first outputs come from the  … ",https://link.springer.com/chapter/10.1007/978-3-540-77360-3_16,"M Matsumoto, M Saito, T Nishimura… - International Workshop on …, 2007 - Springer",A fast stream cipher with huge state space and quasigroup filter for software,2007
111,"… The MGC for each role in a situation is specified by the human knowledge engineer. The roleplayer for the host is """" while the role player has not yet been determined for the path …Finally, Å1U is tried, which binds L-Host to  (an instance of a computer) … ",https://patents.google.com/patent/US5428619A/en,"SH Schwartz, MR Adler, MA Billmers… - US Patent …, 1995 - Google Patents",Model based reasoning system for network fault diagnosis,1995
112,"… stations (Miura et al. 2000, 2002, and 2004). We installed GPS receiver, PC for datalogging (ALIX series, PC Engines GmbH) and re- (eg, WATCH BOOT nino,Meikyo Electric Co., Ltd.) in each station. We have secure and … ",http://adsabs.harvard.edu/abs/2012EGUGA..1410922D,"T Demachi, , … - EGU General …, 2012 - adsabs.harvard.edu",Continuous GPS observations in Tohoku University and recovery effort after the 2011 off the Pacific coast of Tohoku Earthquake,2012
113,"… The install assistant copies a disk image of the operating system (OS) installer and a (eg, a minimally functional version of an operating system, including a kernel), onto the newpartition … The disk image of the OS installer includes at least  126 and installer 128 … ",https://patents.google.com/patent/US9052977B2/en,"JR Matthew, JR Chang - US Patent 9,052,977, 2015 - Google Patents",Installation of software onto a computer,2015
114,"… Lauderdale, FL 33302-0002 (954) 762-3610 Fax: (954) 762-3614 Email: Leonard_Jackson@oag.state.fl.us Barbara Wingo, Secretary PO Box 113125 Gainesville, FL 32611-3125 (352)392-1358 Fax#: (352) 392-4387 Email: wingo@ufl.edu Patrick “” Imhof, Immediate … ",http://flgovlawyer.org/publications/thereporter/Gov-0606.pdf,P Cichon - 2006 - flgovlawyer.org,The Government Lawyer Section,2006
115,"… 2014 through July 2016. During this time, interventions were launched by otherresearchers and law enforcement to disrupt access to PayPal, the primary methodused to subscribe to these  services. In response, many … ",https://www.rsaconference.com/writable/files/About/undermining_cyberscrime_-_a_case_study_on_user_response.pdf,", , D McCoy - rsaconference.com",Undermining Cybercrime: A Case Study on User Response to Unregulated Payment Systems,
116,"…  Imhof promises to be a great Chair and even better, a lot of fun.  sense ofresponsibility, along with his in-depth experience in Florida Bar matters and his terrific senseof humor, will make the Execu- tive Council a rewarding experience in the coming year … ",http://flaadminlaw.org/wp-content/uploads/2017/10/Adm-6-06.pdf,DK Kearney - Center for Professionalism - flaadminlaw.org,Administrative Law Section Newsletter,
117,"… 25, 26, 36]. However, a large amount of DDoS attacks are being launched by relativelyunsophisticated attackers that have purchased subscriptions to low-costDDoS-for-hire (commonly called ) services. These services … ",https://dl.acm.org/citation.cfm?id=2883004,"M Karami, Y Park,  - … of the 25th International Conference on …, 2016 - dl.acm.org",Stress testing the booters: Understanding and undermining the business of DDoS services,2016
118,"… ROTHER, Henry William Organ and Harpsichord Maker, Dublin, Great  Lane,1770-74; 9 Great  Lane, 1775; 9 Bishop St., 1776-82. RYAN, - Bagpipe Maker, no location.RYDER, Charles Harpsichord Maker, Dublin, 88 Marlboro St., i8oo-o6 … ",https://www.jstor.org/stable/841092,"J Teahan - The Galpin Society Journal, 1963 - JSTOR",A list of Irish instrument makers,1963
119,"… This is the last part of the tutorial and is split into three sections ● How to build a node and a waveform ● OSSIE … For the sake of clarity, the shell will be a separate executable ● Eachpiece (node  or component) has the structure seen in the following slide … ",https://www.ece.vt.edu/swe/chamrad/crdocs/CRTM05_060623_EmbeddedSystemsAndSDR.pdf,"M Robert, P Balister,  - Wireless Symposium Tutorial, Wireless …, 2006 - ece.vt.edu",Embedded systems and SDR,2006
120,"… COMPANY n Phon 1.!4 Prt  -:-HE IOWA HOMEMAKER Merry Christmas in Old Russia(t'untinu•••l frn111 J•ag•• ::! lnu~:h, tlll'n llutl•·ll it out, fry it i11 a J{rt·a • .-1 fry in~ pan or dt·t·p tat.This is •·rvt••l w1th rit·h, thit·k, ~our milk, whit·ia, hy tlw \\U)"", 1 unt• of tlll' favurih• di. ht … ",https://lib.dr.iastate.edu/cgi/viewcontent.cgi?article=2366&context=homemaker,"V Richie - The Iowa Homemaker, 1931 - lib.dr.iastate.edu",Merry Christmas in Old Russia...,1931
121,"… COMPANY n Phon 1.!4 Prt  -:-HE IOWA HOMEMAKER Merry Christmas in Old Russia(t'untinu•••l frn111 J•ag•• ::! lnu~:h, tlll'n llutl•·ll it out, fry it i11 a J{rt·a • .-1 fry in~ pan or dt·t·p tat.This is •·rvt••l w1th rit·h, thit·k, ~our milk, whit·ia, hy tlw \\U)"", 1 unt• of tlll' favurih• di. ht … ",https://lib.dr.iastate.edu/cgi/viewcontent.cgi?article=2365&context=homemaker,"M Bruechart - The Iowa Homemaker, 1931 - lib.dr.iastate.edu",Bake in a Gentle Warme Oven,1931
122,"… be asked, is there a single com- mendable inducement, in this period of civil refine- ment andsettled laws, to make it worth the while of any person to bestow even an hour's research into thecharacter of an individual who has been so long stig- matised as a free- or outlaw … ",https://books.google.nl/books?hl=nl&lr=&id=ellVAAAAcAAJ&oi=fnd&pg=PA13&dq=%22booter%22&ots=vM1ZCksqTW&sig=JdRTzYTzgXnKknZsuOsXKg-o5p4,JM Gutch - 1847 - books.google.com,A Lytell Geste of Robin Hode with Other Ancient Et Modern Ballads and Songs Relating to this Celebrated Yeoman... Ed. by John Mathew Gutch...,1847
123,"… S/W7|| H/We] Þ 밀접하게 연결되어 개선이 용이하지 않은 경우가 많아 최근에는S/W가 여러 계층(, OS, 응용 프로그램등)으로 분화하여 각기 다운로드 가능한구조의 시스템으로 진화하게 되었다. 본 논문에서는 ARM 프로세서용 … ",http://www.dbpia.co.kr/Journal/ArticleDetail/NODE00552474,"이동훈， 한경호 - 전력전자학술대회논문집, 2002 - dbpia.co.kr",ARM 프로세서와 LINUX 를 이용한 마이크로 웹서버 구현,2002
124,"… Il est absolument nécessaire de posséder une disquette système, car c'est le seul moyen depouvoir redémarrer l'ordinateur en cas de défectuosité du MBR si votre ordinateur ne vouspermet pas de  sur le CD-ROM … boot  action de démarrage … ",https://www.ceeol.com/search/article-detail?id=39211,"E Dumitru - Buletinul Universitatii Petrol-Gaze din Ploieşti, Seria …, 2010 - ceeol.com","Termes et textes: construction du sens, construction de la référence dans le discours de l'informatique",2010
125,… R McGrath) 6 . . . .. 1.2 Xylem  Development (R . Barton. P .Emrath) .... 6 1.3 Exception Handling (P . Emrath) .... 7 … ,https://www.osti.gov/biblio/5734856,D OISTRIBUTION-OF-THIS - 1987 - osti.gov,MASTER,1987
126,"… Filibustero viene del inglés ""free "", que significa disponer del botín libremente.de esta palabra derivó ""filibuster"", que en español se convirtió en filibustero. £MORGON APELLIDOS NOMBRES circule libremente Page 11 … ",https://books.google.nl/books?hl=nl&lr=&id=uJpbkVIfVwkC&oi=fnd&pg=PR17&dq=%22booter%22&ots=rW3_Zerd-4&sig=g4I9iyoHmEMz0Lin38qjxBL1KU4,AU Pietri - 2003 - books.google.com,Morgan y los piratas,2003
127,… A number of attacks on both “underground” forums and so-called “” or “stresser” services [?][? have also been witnessed …  CnC truboot.org smokelessbooter.tk infinitybooter.comrevoltsresser.com www.mydowncenter.me downstealer.com ddos.huarengang.com … ,https://www.botconf.eu/wp-content/uploads/2013/12/24-JasonJones-BladeRunner-paper.pdf,"M Eisenbarth, J Jones - the Proceedings of the Botnet Fighting …, 2013 - botconf.eu",BladeRunner: adventures in tracking botnets,2013
128,"… 13 2.3 A  … 2.3 A Boo ter It is inconceivable that the kernel image will follow the strictrequirements of the BootROM, so an intermediate kernel  will be required. This can be forged specifically to the BootROMs specification of a bootable image. It would … ",http://math.utoledo.edu/~dgajews/HMX.pdf,D Gajewski - 2002 - math.utoledo.edu,A Project entitled Porting the NetBSD Operating System to the NCD HMX Thin Client,2002
129,"… Nature 186 : 404, 1960. Burk, D.: The influence of nitrogen gas upon the organic catalysis ofnitrogen fixation by Azoto- . J. Phys. Chem. 34 : 1174, 1930a. Burk, D.: The influence ofoxygen gas Upon the organic catalysis of nitrogen fixation by Azoto- . J. Phys … ",https://link.springer.com/article/10.1007/BF02880105,"KKR Bhardwaj, AC Gaur - Folia microbiologica, 1970 - Springer",The effect of humic and fulvic acids on the growth and efficiency of nitrogen fixation of,1970
130,"… FIG. 12 is a system configuration diagram of life cycle management including a  anda starter; FIG … A framework 31 and various applications 50, and in addition, a  60and a starter application 64 are present in the presentation layer … ",https://patents.google.com/patent/US10057446B2/en,"M Satake, M Morita, T Michimura - US Patent App. 10/057,446, 2018 - Google Patents","Image forming apparatus including an application separated into a core logic portion and a user interface frame portion, and storage medium storing program causing …",2018
131,"… The sides of the box being' ribbed, and the  being brodest :it the hottom,and swinging fromthe `ber d as avcentrc, the clothis ,given an upwardfmotion as the beater swings up to the sideof the box, and as it falls hack, the cloth heing'bunched :mdinclining upon the beater … ",https://patents.google.com/patent/US61609A/en,"US Patent 61,609, 1867 - Google Patents",Edmund d,1867
132,"… Ça commençait à m'ennuyer alors j'ai repris les choses en main pour  sur Archlinux. Eneffet, j'avais déjà fait quelques tentatives mais infructueuses … Installation. L'idée est de suivrele tutoriel « Installation par chroot » puis de faire quelques réglages pour  dessus … ",http://bruno.ahennezel.info/Archlinux-sur-un-serveur-Gandi-en,B MATHIEU - 2012 - bruno.ahennezel.info,Archlinux sur un serveur Gandi en 2012,2012
133,"… Da bei MadKit die Benutzerschnittstelle vom Rest der An- Console  … Hierzu wird die Java-Klasse madkit.platform.console. aufgerufen, die durch Optionsparameter unter anderemInformationen über zu starten- de Softwareagenten erhält. Page 4. 234 13 MadKit … ",http://www.springerlink.com/index/G7J158W1613Q2322.pdf,TS Stewart - Springer,13.1 Beschreibung,
134,"… PHCA(Packet Handling Circuit Board Assembly) i is- PALA(PSPDN Analog Interface BoardASSembly) 보드 두가지 보드에 상주하게 되는데 이는 PHOS JAļo] K-(PHM ) - e gz],e zglo 의하여 결정된다. PHOS가 제공하는 운용 환경에서 수행되는 응 – 283– Page 2 … ",http://www.dbpia.co.kr/Journal/ArticleDetail/NODE02131823,"한인탁， 주성순， 전경표 - 한국통신학회 학술대회논문집, 1993 - dbpia.co.kr",ISDN 에서 패킷 처리를 위한 타스크 구동 방식의 실시간 운영체계,1993
135,"… Da bei MadKit die Benutzerschnittstelle vom Rest der An- Console  … Hierzu wird die Java-Klasse madkit.platform.console. aufgerufen, die durch Optionsparameter unter anderemInformationen über zu starten- de Softwareagenten erhält. Page 4. 234 13 MadKit … ",https://link.springer.com/content/pdf/10.1007/3-540-26815-4_13.pdf,", R Jakob - Agentenorientierte Softwareentwicklung: Methoden …, 2005 - Springer",MadKit,2005
136,"… 1) WiFi scanner: The WiFi scanner has three decoupled components: a , a WiFi inquirer,and a WiFi receiver … WiFi scanner runs as a background service, anytime the phone restarts, thephone OS triggers the , which starts the WiFi inquirer and the WiFi receiver … ",https://ieeexplore.ieee.org/abstract/document/7471348/,", , … - 2016 IEEE First …, 2016 - ieeexplore.ieee.org","Internet of mobile things: Mobility-driven challenges, designs and implementations",2016
137,"… The install assistant copies a disk image of the operating system (OS) installer and a (eg, a minimally functional version of an operating system, including a kernel), onto the newpartition … The disk image of the OS installer includes at least  126 and installer 128 … ",http://www.freepatentsonline.com/y2018/0067735.html,"JR Matthew, JR Chang - US Patent App. 15/811,523, 2018 - freepatentsonline.com",INSTALLATION OF SOFTWARE ONTO A COMPUTER,2018
138,"… process post booting hearing it would have failed theFuentes and Mathews test because theordinance gave the initial booting decision to a private  rather … supported by the ""letter"" that the booting occurred under the color of authority of the Booting Ordinance … ",https://digitalcommons.law.byu.edu/cgi/viewcontent.cgi?article=7173&context=byu_ca2,"C Daines, D Daines, CD Law - digitalcommons.law.byu.edu","Quinn Millet v. Logan City, Ds Bridgerland Apartments, Inc., and Cache Auto Booting Service: Reply Brief",
139,"…  3oi nmlta nbet t#*m1~~ C#t -- Ii Lieven de Witte, Man born to toil, from Een suverlic boucxktnvander ketyvigheyt der menschlicker naturen O 543), woodcut. The Hague, Koninklijke Bibliotheekexistence. The flower the woman is holding is another vanitas symbol … ",https://www.jstor.org/stable/3780788,"IM Veldman - Simiolus: Netherlands Quarterly for the History of Art, 1992 - JSTOR",Images of labor and diligence in sixteenth-century Netherlandish prints: the work ethic rooted in civic morality or Protestantism?,1992
140,"… FIG. 12 is a system configuration diagram of life cycle management including a  anda starter; FIG … A framework 31 and various applications 50, and in addition, a  60and a starter application 64 are present in the presentation layer … ",https://patents.google.com/patent/US10104260B2/en,"M Morita, M Satake, T Michimura - US Patent App. 10/104,260, 2018 - Google Patents",Image forming apparatus and storage medium,2018
141,"… FLA. L. REV. 135 (1996) (focus- ing on the new limitations on state agency policymaking through adjudication); James P. Rhea & Patrick L. """" Imhof, An Overviewofthe 1996Administrative Procedure Act, 48 FLA. L. REV … ",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/flsulr27&section=24,"DM Greenbaum, LE Sellers Jr - Fla. St. UL Rev., 1999 - HeinOnline",1999 Amendments to the Florida Administrative Procedure Act: Phantom Menace or Much Ado About Nothing,1999
142,"… The course's center, however, with its sixfoot TABLETOP and fourfoot super  worried him.If he used the eightfoot quarter on the far side of the tabletop to gain speed, he might be able tolaunch off the super  with enough lift to complete a full DOUBLE … ",https://books.google.nl/books?hl=nl&lr=&id=jEzTBAAAQBAJ&oi=fnd&pg=PT8&dq=%22booter%22&ots=mcpcRCQl4T&sig=3xvsqFr0PIaEvBz_RWXcodPVBkw,J Esherick - 2014 - books.google.com,Suicide & Self-Destructive Behaviors,2014
143,"… ILLUSTRATIONS DP : New American soccer team in Denver, Colorado 2 Amalie and HeinzSandelowski with baby daughter Margarete, in Germany, April 1947 Immigrant children celebrateThanksgiving at a reception center in New York, circa 1948 The SS General … ",https://books.google.nl/books?hl=nl&lr=&id=SBrpgELb5YwC&oi=fnd&pg=PR7&dq=%22booter%22&ots=_ycXdJks3-&sig=XmLWLEtkEtfN6mQ93qqpa5VSu5M,BB Cohen - 2006 - books.google.com,Case closed: Holocaust survivors in postwar America,2006
144,… J9VM Program Meta Heap Data .img file 4. Run-time: load image into reduced VM  Page4. 3. PRE-INITIALIZATION Many large programs have sophisticated initialization routines thatbuild complex data structures for use throughout the life of the program … ,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.955.1352&rep=rep1&type=pdf,J Auerbach - 2007 - Citeseer,The ExoVM system for automatic VM and application reduction,2007
145,"… Native Sample realization: It is just a simple test procedures, in order to verify the correctnessof the scattered loading files. • PortBooter realization: A simple  procedures for testing andupdating image. • TinyBooter realization:  program in the final product … ",https://ieeexplore.ieee.org/abstract/document/5566291/,"Y Zhang, X Guo - 2010 International Conference on Internet …, 2010 - ieeexplore.ieee.org",Design and Implementation of Wireless Sensor Network Node Based on. Net Micro Framework,2010
146,,,C Protection,,
147,"… If the BIOS authentication is not set to be performed at boot, the BIOS authentication settingdeterminer 31 instructs an OS  37 to boot the OS … If the skip key indicates a value largerthan or equal to one, the skip key reader 34 instructs the OS  37 to boot the OS … ",https://patents.google.com/patent/US20110154484A1/en,"A Shimabe - US Patent App. 12/968,558, 2011 - Google Patents","Information processing apparatus, method of controlling authentication process, and recording medium",2011
148,,,SC Sen - 1969 - Eastern Law House,,1969
149,"… études arméniennes. GENERAL LINGUISTICS, Vol. 40, 1-4 / 2003 (2000). Publishedby Pegasus Press, 101  Road, Fairview, NC 28730. 54 GENERAL LINGUISTICS'nehmender' Hand zurückführen lässt. Und ganz entsprechend … ",http://search.proquest.com/openview/c85b3c75ff7cdebc85d9e520119d0210/1?pq-origsite=gscholar&cbl=1816443,"J Knobloch - General Linguistics, 2000 - search.proquest.com",HETEROKLITISCHE FORMANTENPAARE IM WECHSEL IHRER FUNKTIONEN,2000
150,"… asked, is there a single com- mendable inducement, in this period of civil refine- ment and settledlaws, to make it worth the while of any person to bestow even an hour's research into the characterof an individual who has been so long; stig- matised as a free- or outlaw … ",https://books.google.nl/books?hl=nl&lr=&id=OwnXAAAAMAAJ&oi=fnd&pg=PP13&dq=%22booter%22&ots=ZtqfI61s6U&sig=LkiQFjI7sqVJRC0AGMcbFtyyMNs,"W Hone, F Douce, EF Rimbault - 1847 - books.google.com",A Lytell Geste of Robin Hode: With Other Ancient & Modern Ballads and Songs Relating to this Celebrated Yeoman to which is Prefixed His History and …,1847
151,"… 12 is a system configuration diagram of life cycle management including a  and a starter;[0018]. FIG … [0087]. A framework 31 and various applications 50, and in addition, a  60and a starter application 64 are present in the presentation layer … ",https://patents.google.com/patent/US20180091680A1/en,"M Morita, M Satake, T Michimura - US Patent App. 15/450,857, 2018 - Google Patents",Image forming apparatus and storage medium,2018
152,"… 3 P. Orlandini in the Enciclopedia dell' arte antica writes:4 ""Originario forse della Beozia, K. lavorosoprattuto ad Atene, in Beozia e ad Olimpia."" In the most authoritative modern study of the sculptor,J. Dorig de- clares:5 ""Kalamis war anscheinend , jlingere Landsmann … ",https://grbs.library.duke.edu/article/viewFile/8801/4647,"WM Calder III - Greek, Roman, and Byzantine Studies, 1974 - grbs.library.duke.edu",Kalamis Atheniensis?,1974
153,"… 12 is a system configuration diagram of life cycle management including a  and a starter;[0018]. FIG … [0084]. A framework 31 and various applications 50, and in addition, a  60and a starter application 64 are present in the presentation layer … ",https://patents.google.com/patent/US20180091679A1/en,"T Michimura, M Satake, M Morita - US Patent App. 15/450,298, 2018 - Google Patents",Image forming apparatus and storage medium,2018
